plot,variety,irrigation,x,y,t,i,n
1A,Burwood-Prize,overhead-sprays,3,12,2,0,1
1A,Burwood-Prize,overhead-sprays,3,12,3,0,1
1A,Burwood-Prize,overhead-sprays,3,12,4,1,1
1A,Burwood-Prize,overhead-sprays,3,12,5,1,1
1A,Burwood-Prize,overhead-sprays,3,12,6,1,1
1A,Burwood-Prize,overhead-sprays,3,13,1,0,1
1A,Burwood-Prize,overhead-sprays,3,13,2,1,1
1A,Burwood-Prize,overhead-sprays,3,13,3,1,1
1A,Burwood-Prize,overhead-sprays,3,13,4,1,1
1A,Burwood-Prize,overhead-sprays,3,13,5,1,1
1A,Burwood-Prize,overhead-sprays,3,13,6,1,1
1A,Burwood-Prize,overhead-sprays,3,14,1,0,1
1A,Burwood-Prize,overhead-sprays,3,14,2,0,1
1A,Burwood-Prize,overhead-sprays,3,14,3,0,1
1A,Burwood-Prize,overhead-sprays,3,14,4,0,1
1A,Burwood-Prize,overhead-sprays,3,14,5,0,1
1A,Burwood-Prize,overhead-sprays,3,14,6,0,1
1A,Burwood-Prize,overhead-sprays,3,15,1,0,1
1A,Burwood-Prize,overhead-sprays,3,15,2,0,1
1A,Burwood-Prize,overhead-sprays,3,15,3,0,1
1A,Burwood-Prize,overhead-sprays,3,15,4,1,1
1A,Burwood-Prize,overhead-sprays,3,15,5,1,1
1A,Burwood-Prize,overhead-sprays,3,15,6,1,1
1A,Burwood-Prize,overhead-sprays,3,16,1,0,1
1A,Burwood-Prize,overhead-sprays,3,16,2,0,1
1A,Burwood-Prize,overhead-sprays,3,16,3,0,1
1A,Burwood-Prize,overhead-sprays,3,16,4,0,1
1A,Burwood-Prize,overhead-sprays,3,16,5,0,1
1A,Burwood-Prize,overhead-sprays,3,16,6,0,1
1A,Burwood-Prize,overhead-sprays,3,17,1,0,1
1A,Burwood-Prize,overhead-sprays,3,17,2,0,1
1A,Burwood-Prize,overhead-sprays,3,17,3,0,1
1A,Burwood-Prize,overhead-sprays,3,17,4,0,1
1A,Burwood-Prize,overhead-sprays,3,17,5,0,1
1A,Burwood-Prize,overhead-sprays,3,17,6,0,1
1A,Burwood-Prize,overhead-sprays,3,18,1,0,1
1A,Burwood-Prize,overhead-sprays,3,18,2,0,1
1A,Burwood-Prize,overhead-sprays,3,18,3,0,1
1A,Burwood-Prize,overhead-sprays,3,18,4,0,1
1A,Burwood-Prize,overhead-sprays,3,18,5,1,1
1A,Burwood-Prize,overhead-sprays,3,18,6,1,1
1A,Burwood-Prize,overhead-sprays,3,19,1,0,1
1A,Burwood-Prize,overhead-sprays,3,19,2,1,1
1A,Burwood-Prize,overhead-sprays,3,19,3,1,1
1A,Burwood-Prize,overhead-sprays,3,19,4,1,1
1A,Burwood-Prize,overhead-sprays,3,19,5,1,1
1A,Burwood-Prize,overhead-sprays,3,19,6,1,1
1A,Burwood-Prize,overhead-sprays,3,20,1,0,1
1A,Burwood-Prize,overhead-sprays,3,20,2,1,1
1A,Burwood-Prize,overhead-sprays,3,20,3,1,1
1A,Burwood-Prize,overhead-sprays,3,20,4,1,1
1A,Burwood-Prize,overhead-sprays,3,20,5,1,1
1A,Burwood-Prize,overhead-sprays,3,20,6,1,1
1A,Burwood-Prize,overhead-sprays,3,21,1,0,1
1A,Burwood-Prize,overhead-sprays,3,21,2,0,1
1A,Burwood-Prize,overhead-sprays,3,21,3,0,1
1A,Burwood-Prize,overhead-sprays,3,21,4,1,1
1A,Burwood-Prize,overhead-sprays,3,21,5,1,1
1A,Burwood-Prize,overhead-sprays,3,21,6,1,1
1A,Burwood-Prize,overhead-sprays,3,22,1,0,1
1A,Burwood-Prize,overhead-sprays,3,22,2,0,1
1A,Burwood-Prize,overhead-sprays,3,22,3,0,1
1A,Burwood-Prize,overhead-sprays,3,22,4,0,1
1A,Burwood-Prize,overhead-sprays,3,22,5,1,1
1A,Burwood-Prize,overhead-sprays,3,22,6,1,1
1A,Burwood-Prize,overhead-sprays,3,23,1,0,1
1A,Burwood-Prize,overhead-sprays,3,23,2,0,1
1A,Burwood-Prize,overhead-sprays,3,23,3,1,1
1A,Burwood-Prize,overhead-sprays,3,23,4,1,1
1A,Burwood-Prize,overhead-sprays,3,23,5,1,1
1A,Burwood-Prize,overhead-sprays,3,23,6,1,1
1A,Burwood-Prize,overhead-sprays,3,24,1,0,1
1A,Burwood-Prize,overhead-sprays,3,24,2,0,1
1A,Burwood-Prize,overhead-sprays,3,24,3,1,1
1A,Burwood-Prize,overhead-sprays,3,24,4,1,1
1A,Burwood-Prize,overhead-sprays,3,24,5,1,1
1A,Burwood-Prize,overhead-sprays,3,24,6,1,1
1A,Burwood-Prize,overhead-sprays,3,25,1,0,1
1A,Burwood-Prize,overhead-sprays,3,25,2,0,1
1A,Burwood-Prize,overhead-sprays,3,25,3,0,1
1A,Burwood-Prize,overhead-sprays,3,25,4,1,1
1A,Burwood-Prize,overhead-sprays,3,25,5,1,1
1A,Burwood-Prize,overhead-sprays,3,25,6,1,1
1A,Burwood-Prize,overhead-sprays,3,26,1,0,1
1A,Burwood-Prize,overhead-sprays,3,26,2,0,1
1A,Burwood-Prize,overhead-sprays,3,26,3,0,1
1A,Burwood-Prize,overhead-sprays,3,26,4,0,1
1A,Burwood-Prize,overhead-sprays,3,26,5,0,1
1A,Burwood-Prize,overhead-sprays,3,26,6,0,1
1A,Burwood-Prize,overhead-sprays,3,27,1,0,1
1A,Burwood-Prize,overhead-sprays,3,27,2,1,1
1A,Burwood-Prize,overhead-sprays,3,27,3,1,1
1A,Burwood-Prize,overhead-sprays,3,27,4,1,1
1A,Burwood-Prize,overhead-sprays,3,27,5,1,1
1A,Burwood-Prize,overhead-sprays,3,27,6,1,1
1A,Burwood-Prize,overhead-sprays,3,28,1,0,1
1A,Burwood-Prize,overhead-sprays,3,28,2,0,1
1A,Burwood-Prize,overhead-sprays,3,28,3,1,1
1A,Burwood-Prize,overhead-sprays,3,28,4,1,1
1A,Burwood-Prize,overhead-sprays,3,28,5,1,1
1A,Burwood-Prize,overhead-sprays,3,28,6,1,1
1A,Burwood-Prize,overhead-sprays,3,29,1,0,1
1A,Burwood-Prize,overhead-sprays,3,29,2,0,1
1A,Burwood-Prize,overhead-sprays,3,29,3,1,1
1A,Burwood-Prize,overhead-sprays,3,29,4,1,1
1A,Burwood-Prize,overhead-sprays,3,29,5,1,1
1A,Burwood-Prize,overhead-sprays,3,29,6,1,1
1A,Burwood-Prize,overhead-sprays,3,30,1,0,1
1A,Burwood-Prize,overhead-sprays,3,30,2,0,1
1A,Burwood-Prize,overhead-sprays,3,30,3,1,1
1A,Burwood-Prize,overhead-sprays,3,30,4,1,1
1A,Burwood-Prize,overhead-sprays,3,30,5,1,1
1A,Burwood-Prize,overhead-sprays,3,30,6,1,1
1A,Burwood-Prize,overhead-sprays,3,31,1,0,1
1A,Burwood-Prize,overhead-sprays,3,31,2,0,1
1A,Burwood-Prize,overhead-sprays,3,31,3,0,1
1A,Burwood-Prize,overhead-sprays,3,31,4,1,1
1A,Burwood-Prize,overhead-sprays,3,31,5,1,1
1A,Burwood-Prize,overhead-sprays,3,31,6,1,1
1A,Burwood-Prize,overhead-sprays,3,32,1,0,1
1A,Burwood-Prize,overhead-sprays,3,32,2,0,1
1A,Burwood-Prize,overhead-sprays,3,32,3,0,1
1A,Burwood-Prize,overhead-sprays,3,32,4,1,1
1A,Burwood-Prize,overhead-sprays,3,32,5,1,1
1A,Burwood-Prize,overhead-sprays,3,32,6,1,1
1A,Burwood-Prize,overhead-sprays,3,33,1,0,1
1A,Burwood-Prize,overhead-sprays,3,33,2,1,1
1A,Burwood-Prize,overhead-sprays,3,33,3,1,1
1A,Burwood-Prize,overhead-sprays,3,33,4,1,1
1A,Burwood-Prize,overhead-sprays,3,33,5,1,1
1A,Burwood-Prize,overhead-sprays,3,33,6,1,1
1A,Burwood-Prize,overhead-sprays,4,1,1,0,1
1A,Burwood-Prize,overhead-sprays,4,1,2,0,1
1A,Burwood-Prize,overhead-sprays,4,1,3,0,1
1A,Burwood-Prize,overhead-sprays,4,1,4,0,1
1A,Burwood-Prize,overhead-sprays,4,1,5,0,1
1A,Burwood-Prize,overhead-sprays,4,1,6,0,1
1A,Burwood-Prize,overhead-sprays,4,2,1,0,1
1A,Burwood-Prize,overhead-sprays,4,2,2,0,1
1A,Burwood-Prize,overhead-sprays,4,2,3,1,1
1A,Burwood-Prize,overhead-sprays,4,2,4,1,1
1A,Burwood-Prize,overhead-sprays,4,2,5,1,1
1A,Burwood-Prize,overhead-sprays,4,2,6,1,1
1A,Burwood-Prize,overhead-sprays,4,3,1,0,1
1A,Burwood-Prize,overhead-sprays,4,3,2,1,1
1A,Burwood-Prize,overhead-sprays,4,3,3,1,1
1A,Burwood-Prize,overhead-sprays,4,3,4,1,1
1A,Burwood-Prize,overhead-sprays,4,3,5,1,1
1A,Burwood-Prize,overhead-sprays,4,3,6,1,1
1A,Burwood-Prize,overhead-sprays,4,4,1,0,1
1A,Burwood-Prize,overhead-sprays,4,4,2,0,1
1A,Burwood-Prize,overhead-sprays,4,4,3,1,1
1A,Burwood-Prize,overhead-sprays,4,4,4,1,1
1A,Burwood-Prize,overhead-sprays,4,4,5,1,1
1A,Burwood-Prize,overhead-sprays,4,4,6,1,1
1A,Burwood-Prize,overhead-sprays,4,5,1,0,1
1A,Burwood-Prize,overhead-sprays,4,5,2,1,1
1A,Burwood-Prize,overhead-sprays,4,5,3,1,1
1A,Burwood-Prize,overhead-sprays,4,5,4,1,1
1A,Burwood-Prize,overhead-sprays,4,5,5,1,1
1A,Burwood-Prize,overhead-sprays,4,5,6,1,1
1A,Burwood-Prize,overhead-sprays,4,6,1,0,1
1A,Burwood-Prize,overhead-sprays,4,6,2,0,1
1A,Burwood-Prize,overhead-sprays,4,6,3,0,1
1A,Burwood-Prize,overhead-sprays,4,6,4,0,1
1A,Burwood-Prize,overhead-sprays,4,6,5,0,1
1A,Burwood-Prize,overhead-sprays,4,6,6,0,1
1A,Burwood-Prize,overhead-sprays,4,7,1,0,1
1A,Burwood-Prize,overhead-sprays,4,7,2,0,1
1A,Burwood-Prize,overhead-sprays,4,7,3,0,1
1A,Burwood-Prize,overhead-sprays,4,7,4,1,1
1A,Burwood-Prize,overhead-sprays,4,7,5,1,1
1A,Burwood-Prize,overhead-sprays,4,7,6,1,1
1A,Burwood-Prize,overhead-sprays,4,8,1,0,1
1A,Burwood-Prize,overhead-sprays,4,8,2,0,1
1A,Burwood-Prize,overhead-sprays,4,8,3,0,1
1A,Burwood-Prize,overhead-sprays,4,8,4,1,1
1A,Burwood-Prize,overhead-sprays,4,8,5,1,1
1A,Burwood-Prize,overhead-sprays,4,8,6,1,1
1A,Burwood-Prize,overhead-sprays,4,9,1,0,1
1A,Burwood-Prize,overhead-sprays,4,9,2,0,1
1A,Burwood-Prize,overhead-sprays,4,9,3,0,1
1A,Burwood-Prize,overhead-sprays,4,9,4,0,1
1A,Burwood-Prize,overhead-sprays,4,9,5,0,1
1A,Burwood-Prize,overhead-sprays,4,9,6,0,1
1A,Burwood-Prize,overhead-sprays,4,10,1,0,1
1A,Burwood-Prize,overhead-sprays,4,10,2,0,1
1A,Burwood-Prize,overhead-sprays,4,10,3,0,1
1A,Burwood-Prize,overhead-sprays,4,10,4,1,1
1A,Burwood-Prize,overhead-sprays,4,10,5,1,1
1A,Burwood-Prize,overhead-sprays,4,10,6,1,1
1A,Burwood-Prize,overhead-sprays,4,11,1,0,1
1A,Burwood-Prize,overhead-sprays,4,11,2,0,1
1A,Burwood-Prize,overhead-sprays,4,11,3,0,1
1A,Burwood-Prize,overhead-sprays,4,11,4,1,1
1A,Burwood-Prize,overhead-sprays,4,11,5,1,1
1A,Burwood-Prize,overhead-sprays,4,11,6,1,1
1A,Burwood-Prize,overhead-sprays,4,12,1,0,1
1A,Burwood-Prize,overhead-sprays,4,12,2,0,1
1A,Burwood-Prize,overhead-sprays,4,12,3,0,1
1A,Burwood-Prize,overhead-sprays,4,12,4,0,1
1A,Burwood-Prize,overhead-sprays,4,12,5,1,1
1A,Burwood-Prize,overhead-sprays,4,12,6,1,1
1A,Burwood-Prize,overhead-sprays,4,13,1,1,1
1A,Burwood-Prize,overhead-sprays,4,13,2,1,1
1A,Burwood-Prize,overhead-sprays,4,13,3,1,1
1A,Burwood-Prize,overhead-sprays,4,13,4,1,1
1A,Burwood-Prize,overhead-sprays,4,13,5,1,1
1A,Burwood-Prize,overhead-sprays,4,13,6,1,1
1A,Burwood-Prize,overhead-sprays,4,14,1,0,1
1A,Burwood-Prize,overhead-sprays,4,14,2,0,1
1A,Burwood-Prize,overhead-sprays,4,14,3,0,1
1A,Burwood-Prize,overhead-sprays,4,14,4,0,1
1A,Burwood-Prize,overhead-sprays,4,14,5,1,1
1A,Burwood-Prize,overhead-sprays,4,14,6,1,1
1A,Burwood-Prize,overhead-sprays,4,15,1,0,1
1A,Burwood-Prize,overhead-sprays,4,15,2,0,1
1A,Burwood-Prize,overhead-sprays,4,15,3,1,1
1A,Burwood-Prize,overhead-sprays,4,15,4,1,1
1A,Burwood-Prize,overhead-sprays,4,15,5,1,1
1A,Burwood-Prize,overhead-sprays,4,15,6,1,1
1A,Burwood-Prize,overhead-sprays,4,16,1,1,1
1A,Burwood-Prize,overhead-sprays,4,16,2,1,1
1A,Burwood-Prize,overhead-sprays,4,16,3,1,1
1A,Burwood-Prize,overhead-sprays,4,16,4,1,1
1A,Burwood-Prize,overhead-sprays,4,16,5,1,1
1A,Burwood-Prize,overhead-sprays,4,16,6,1,1
1A,Burwood-Prize,overhead-sprays,4,17,1,0,1
1A,Burwood-Prize,overhead-sprays,4,17,2,0,1
1A,Burwood-Prize,overhead-sprays,4,17,3,0,1
1A,Burwood-Prize,overhead-sprays,4,17,4,1,1
1A,Burwood-Prize,overhead-sprays,4,17,5,1,1
1A,Burwood-Prize,overhead-sprays,4,17,6,1,1
1A,Burwood-Prize,overhead-sprays,4,18,1,0,1
1A,Burwood-Prize,overhead-sprays,4,18,2,0,1
1A,Burwood-Prize,overhead-sprays,4,18,3,0,1
1A,Burwood-Prize,overhead-sprays,4,18,4,0,1
1A,Burwood-Prize,overhead-sprays,4,18,5,0,1
1A,Burwood-Prize,overhead-sprays,4,18,6,0,1
1A,Burwood-Prize,overhead-sprays,4,19,1,0,1
1A,Burwood-Prize,overhead-sprays,4,19,2,1,1
1A,Burwood-Prize,overhead-sprays,4,19,3,1,1
1A,Burwood-Prize,overhead-sprays,4,19,4,1,1
1A,Burwood-Prize,overhead-sprays,4,19,5,1,1
1A,Burwood-Prize,overhead-sprays,4,19,6,1,1
1A,Burwood-Prize,overhead-sprays,4,20,1,0,1
1A,Burwood-Prize,overhead-sprays,4,20,2,0,1
1A,Burwood-Prize,overhead-sprays,4,20,3,0,1
1A,Burwood-Prize,overhead-sprays,4,20,4,1,1
1A,Burwood-Prize,overhead-sprays,4,20,5,1,1
1A,Burwood-Prize,overhead-sprays,4,20,6,1,1
1A,Burwood-Prize,overhead-sprays,4,21,1,0,1
1A,Burwood-Prize,overhead-sprays,4,21,2,0,1
1A,Burwood-Prize,overhead-sprays,4,21,3,0,1
1A,Burwood-Prize,overhead-sprays,4,21,4,1,1
1A,Burwood-Prize,overhead-sprays,4,21,5,1,1
1A,Burwood-Prize,overhead-sprays,4,21,6,1,1
1A,Burwood-Prize,overhead-sprays,4,22,1,0,1
1A,Burwood-Prize,overhead-sprays,4,22,2,0,1
1A,Burwood-Prize,overhead-sprays,4,22,3,0,1
1A,Burwood-Prize,overhead-sprays,4,22,4,1,1
1A,Burwood-Prize,overhead-sprays,4,22,5,1,1
1A,Burwood-Prize,overhead-sprays,4,22,6,1,1
1A,Burwood-Prize,overhead-sprays,4,23,1,1,1
1A,Burwood-Prize,overhead-sprays,4,23,2,1,1
1A,Burwood-Prize,overhead-sprays,4,23,3,1,1
1A,Burwood-Prize,overhead-sprays,4,23,4,1,1
1A,Burwood-Prize,overhead-sprays,4,23,5,1,1
1A,Burwood-Prize,overhead-sprays,4,23,6,1,1
1A,Burwood-Prize,overhead-sprays,4,24,1,0,1
1A,Burwood-Prize,overhead-sprays,4,24,2,0,1
1A,Burwood-Prize,overhead-sprays,4,24,3,1,1
1A,Burwood-Prize,overhead-sprays,4,24,4,1,1
1A,Burwood-Prize,overhead-sprays,4,24,5,1,1
1A,Burwood-Prize,overhead-sprays,4,24,6,1,1
1A,Burwood-Prize,overhead-sprays,4,25,1,0,1
1A,Burwood-Prize,overhead-sprays,4,25,2,0,1
1A,Burwood-Prize,overhead-sprays,4,25,3,0,1
1A,Burwood-Prize,overhead-sprays,4,25,4,0,1
1A,Burwood-Prize,overhead-sprays,4,25,5,1,1
1A,Burwood-Prize,overhead-sprays,4,25,6,1,1
1A,Burwood-Prize,overhead-sprays,4,26,1,0,1
1A,Burwood-Prize,overhead-sprays,4,26,2,1,1
1A,Burwood-Prize,overhead-sprays,4,26,3,1,1
1A,Burwood-Prize,overhead-sprays,4,26,4,1,1
1A,Burwood-Prize,overhead-sprays,4,26,5,1,1
1A,Burwood-Prize,overhead-sprays,4,26,6,1,1
1A,Burwood-Prize,overhead-sprays,4,27,1,0,1
1A,Burwood-Prize,overhead-sprays,4,27,2,0,1
1A,Burwood-Prize,overhead-sprays,4,27,3,0,1
1A,Burwood-Prize,overhead-sprays,4,27,4,0,1
1A,Burwood-Prize,overhead-sprays,4,27,5,1,1
1A,Burwood-Prize,overhead-sprays,4,27,6,1,1
1A,Burwood-Prize,overhead-sprays,4,28,1,0,1
1A,Burwood-Prize,overhead-sprays,4,28,2,0,1
1A,Burwood-Prize,overhead-sprays,4,28,3,0,1
1A,Burwood-Prize,overhead-sprays,4,28,4,1,1
1A,Burwood-Prize,overhead-sprays,4,28,5,1,1
1A,Burwood-Prize,overhead-sprays,4,28,6,1,1
1A,Burwood-Prize,overhead-sprays,4,29,1,0,1
1A,Burwood-Prize,overhead-sprays,4,29,2,0,1
1A,Burwood-Prize,overhead-sprays,4,29,3,0,1
1A,Burwood-Prize,overhead-sprays,4,29,4,1,1
1A,Burwood-Prize,overhead-sprays,4,29,5,1,1
1A,Burwood-Prize,overhead-sprays,4,29,6,1,1
1A,Burwood-Prize,overhead-sprays,4,30,1,0,1
1A,Burwood-Prize,overhead-sprays,4,30,2,0,1
1A,Burwood-Prize,overhead-sprays,4,30,3,0,1
1A,Burwood-Prize,overhead-sprays,4,30,4,0,1
1A,Burwood-Prize,overhead-sprays,4,30,5,1,1
1A,Burwood-Prize,overhead-sprays,4,30,6,1,1
1A,Burwood-Prize,overhead-sprays,4,31,1,0,1
1A,Burwood-Prize,overhead-sprays,4,31,2,0,1
1A,Burwood-Prize,overhead-sprays,4,31,3,0,1
1A,Burwood-Prize,overhead-sprays,4,31,4,1,1
1A,Burwood-Prize,overhead-sprays,4,31,5,1,1
1A,Burwood-Prize,overhead-sprays,4,31,6,1,1
1A,Burwood-Prize,overhead-sprays,4,32,1,0,1
1A,Burwood-Prize,overhead-sprays,4,32,2,0,1
1A,Burwood-Prize,overhead-sprays,4,32,3,0,1
1A,Burwood-Prize,overhead-sprays,4,32,4,1,1
1A,Burwood-Prize,overhead-sprays,4,32,5,1,1
1A,Burwood-Prize,overhead-sprays,4,32,6,1,1
1A,Burwood-Prize,overhead-sprays,4,33,1,0,1
1A,Burwood-Prize,overhead-sprays,4,33,2,0,1
1A,Burwood-Prize,overhead-sprays,4,33,3,0,1
1A,Burwood-Prize,overhead-sprays,4,33,4,0,1
1A,Burwood-Prize,overhead-sprays,4,33,5,1,1
1A,Burwood-Prize,overhead-sprays,4,33,6,1,1
1A,Burwood-Prize,overhead-sprays,5,1,1,0,1
1A,Burwood-Prize,overhead-sprays,5,1,2,0,1
1A,Burwood-Prize,overhead-sprays,5,1,3,0,1
1A,Burwood-Prize,overhead-sprays,5,1,4,0,1
1A,Burwood-Prize,overhead-sprays,5,1,5,1,1
1A,Burwood-Prize,overhead-sprays,5,1,6,1,1
1A,Burwood-Prize,overhead-sprays,5,2,1,0,1
1A,Burwood-Prize,overhead-sprays,5,2,2,0,1
1A,Burwood-Prize,overhead-sprays,5,2,3,1,1
1A,Burwood-Prize,overhead-sprays,5,2,4,1,1
1A,Burwood-Prize,overhead-sprays,5,2,5,1,1
1A,Burwood-Prize,overhead-sprays,5,2,6,1,1
1A,Burwood-Prize,overhead-sprays,5,3,1,0,1
1A,Burwood-Prize,overhead-sprays,5,3,2,0,1
1A,Burwood-Prize,overhead-sprays,5,3,3,0,1
1A,Burwood-Prize,overhead-sprays,5,3,4,0,1
1A,Burwood-Prize,overhead-sprays,5,3,5,1,1
1A,Burwood-Prize,overhead-sprays,5,3,6,1,1
1A,Burwood-Prize,overhead-sprays,5,4,1,1,1
1A,Burwood-Prize,overhead-sprays,5,4,2,1,1
1A,Burwood-Prize,overhead-sprays,5,4,3,1,1
1A,Burwood-Prize,overhead-sprays,5,4,4,1,1
1A,Burwood-Prize,overhead-sprays,5,4,5,1,1
1A,Burwood-Prize,overhead-sprays,5,4,6,1,1
1A,Burwood-Prize,overhead-sprays,5,5,1,0,1
1A,Burwood-Prize,overhead-sprays,5,5,2,0,1
1A,Burwood-Prize,overhead-sprays,5,5,3,0,1
1A,Burwood-Prize,overhead-sprays,5,5,4,1,1
1A,Burwood-Prize,overhead-sprays,5,5,5,1,1
1A,Burwood-Prize,overhead-sprays,5,5,6,1,1
1A,Burwood-Prize,overhead-sprays,5,6,1,1,1
1A,Burwood-Prize,overhead-sprays,5,6,2,1,1
1A,Burwood-Prize,overhead-sprays,5,6,3,1,1
1A,Burwood-Prize,overhead-sprays,5,6,4,1,1
1A,Burwood-Prize,overhead-sprays,5,6,5,1,1
1A,Burwood-Prize,overhead-sprays,5,6,6,1,1
1A,Burwood-Prize,overhead-sprays,5,7,1,0,1
1A,Burwood-Prize,overhead-sprays,5,7,2,0,1
1A,Burwood-Prize,overhead-sprays,5,7,3,1,1
1A,Burwood-Prize,overhead-sprays,5,7,4,1,1
1A,Burwood-Prize,overhead-sprays,5,7,5,1,1
1A,Burwood-Prize,overhead-sprays,5,7,6,1,1
1A,Burwood-Prize,overhead-sprays,5,8,1,0,1
1A,Burwood-Prize,overhead-sprays,5,8,2,0,1
1A,Burwood-Prize,overhead-sprays,5,8,3,0,1
1A,Burwood-Prize,overhead-sprays,5,8,4,1,1
1A,Burwood-Prize,overhead-sprays,5,8,5,1,1
1A,Burwood-Prize,overhead-sprays,5,8,6,1,1
1A,Burwood-Prize,overhead-sprays,5,9,1,1,1
1A,Burwood-Prize,overhead-sprays,5,9,2,1,1
1A,Burwood-Prize,overhead-sprays,5,9,3,1,1
1A,Burwood-Prize,overhead-sprays,5,9,4,1,1
1A,Burwood-Prize,overhead-sprays,5,9,5,1,1
1A,Burwood-Prize,overhead-sprays,5,9,6,1,1
1A,Burwood-Prize,overhead-sprays,5,10,1,1,1
1A,Burwood-Prize,overhead-sprays,5,10,2,1,1
1A,Burwood-Prize,overhead-sprays,5,10,3,1,1
1A,Burwood-Prize,overhead-sprays,5,10,4,1,1
1A,Burwood-Prize,overhead-sprays,5,10,5,1,1
1A,Burwood-Prize,overhead-sprays,5,10,6,1,1
1A,Burwood-Prize,overhead-sprays,5,11,1,0,1
1A,Burwood-Prize,overhead-sprays,5,11,2,0,1
1A,Burwood-Prize,overhead-sprays,5,11,3,0,1
1A,Burwood-Prize,overhead-sprays,5,11,4,1,1
1A,Burwood-Prize,overhead-sprays,5,11,5,1,1
1A,Burwood-Prize,overhead-sprays,5,11,6,1,1
1A,Burwood-Prize,overhead-sprays,5,12,1,0,1
1A,Burwood-Prize,overhead-sprays,5,12,2,0,1
1A,Burwood-Prize,overhead-sprays,5,12,3,1,1
1A,Burwood-Prize,overhead-sprays,5,12,4,1,1
1A,Burwood-Prize,overhead-sprays,5,12,5,1,1
1A,Burwood-Prize,overhead-sprays,5,12,6,1,1
1A,Burwood-Prize,overhead-sprays,5,13,1,0,1
1A,Burwood-Prize,overhead-sprays,5,13,2,0,1
1A,Burwood-Prize,overhead-sprays,5,13,3,1,1
1A,Burwood-Prize,overhead-sprays,5,13,4,1,1
1A,Burwood-Prize,overhead-sprays,5,13,5,1,1
1A,Burwood-Prize,overhead-sprays,5,13,6,1,1
1A,Burwood-Prize,overhead-sprays,5,14,1,0,1
1A,Burwood-Prize,overhead-sprays,5,14,2,0,1
1A,Burwood-Prize,overhead-sprays,5,14,3,0,1
1A,Burwood-Prize,overhead-sprays,5,14,4,1,1
1A,Burwood-Prize,overhead-sprays,5,14,5,1,1
1A,Burwood-Prize,overhead-sprays,5,14,6,1,1
1A,Burwood-Prize,overhead-sprays,5,15,1,0,1
1A,Burwood-Prize,overhead-sprays,5,15,2,0,1
1A,Burwood-Prize,overhead-sprays,5,15,3,0,1
1A,Burwood-Prize,overhead-sprays,5,15,4,0,1
1A,Burwood-Prize,overhead-sprays,5,15,5,1,1
1A,Burwood-Prize,overhead-sprays,5,15,6,1,1
1A,Burwood-Prize,overhead-sprays,5,16,1,0,1
1A,Burwood-Prize,overhead-sprays,5,16,2,0,1
1A,Burwood-Prize,overhead-sprays,5,16,3,1,1
1A,Burwood-Prize,overhead-sprays,5,16,4,1,1
1A,Burwood-Prize,overhead-sprays,5,16,5,1,1
1A,Burwood-Prize,overhead-sprays,5,16,6,1,1
1A,Burwood-Prize,overhead-sprays,5,17,1,0,1
1A,Burwood-Prize,overhead-sprays,5,17,2,0,1
1A,Burwood-Prize,overhead-sprays,5,17,3,0,1
1A,Burwood-Prize,overhead-sprays,5,17,4,1,1
1A,Burwood-Prize,overhead-sprays,5,17,5,1,1
1A,Burwood-Prize,overhead-sprays,5,17,6,1,1
1A,Burwood-Prize,overhead-sprays,5,18,1,1,1
1A,Burwood-Prize,overhead-sprays,5,18,2,1,1
1A,Burwood-Prize,overhead-sprays,5,18,3,1,1
1A,Burwood-Prize,overhead-sprays,5,18,4,1,1
1A,Burwood-Prize,overhead-sprays,5,18,5,1,1
1A,Burwood-Prize,overhead-sprays,5,18,6,1,1
1A,Burwood-Prize,overhead-sprays,5,19,1,0,1
1A,Burwood-Prize,overhead-sprays,5,19,2,0,1
1A,Burwood-Prize,overhead-sprays,5,19,3,1,1
1A,Burwood-Prize,overhead-sprays,5,19,4,1,1
1A,Burwood-Prize,overhead-sprays,5,19,5,1,1
1A,Burwood-Prize,overhead-sprays,5,19,6,1,1
1A,Burwood-Prize,overhead-sprays,5,20,1,0,1
1A,Burwood-Prize,overhead-sprays,5,20,2,0,1
1A,Burwood-Prize,overhead-sprays,5,20,3,1,1
1A,Burwood-Prize,overhead-sprays,5,20,4,1,1
1A,Burwood-Prize,overhead-sprays,5,20,5,1,1
1A,Burwood-Prize,overhead-sprays,5,20,6,1,1
1A,Burwood-Prize,overhead-sprays,5,21,1,0,1
1A,Burwood-Prize,overhead-sprays,5,21,2,1,1
1A,Burwood-Prize,overhead-sprays,5,21,3,1,1
1A,Burwood-Prize,overhead-sprays,5,21,4,1,1
1A,Burwood-Prize,overhead-sprays,5,21,5,1,1
1A,Burwood-Prize,overhead-sprays,5,21,6,1,1
1A,Burwood-Prize,overhead-sprays,5,22,1,0,1
1A,Burwood-Prize,overhead-sprays,5,22,2,0,1
1A,Burwood-Prize,overhead-sprays,5,22,3,0,1
1A,Burwood-Prize,overhead-sprays,5,22,4,1,1
1A,Burwood-Prize,overhead-sprays,5,22,5,1,1
1A,Burwood-Prize,overhead-sprays,5,22,6,1,1
1A,Burwood-Prize,overhead-sprays,5,23,1,0,1
1A,Burwood-Prize,overhead-sprays,5,23,2,1,1
1A,Burwood-Prize,overhead-sprays,5,23,3,1,1
1A,Burwood-Prize,overhead-sprays,5,23,4,1,1
