x,y,xm,ym,t,i,n
25,41,50.4,72,1996,1,1
25,42,50.4,73.8,1996,1,1
25,43,50.4,75.6,1996,1,1
25,44,50.4,77.4,1996,1,1
25,45,50.4,79.2,1996,1,1
25,46,50.4,81,1996,1,1
25,47,50.4,82.8,1996,1,1
25,48,50.4,84.6,1996,1,1
25,49,50.4,86.4,1996,1,1
25,50,50.4,88.2,1996,1,1
25,51,50.4,90,1996,1,1
1,1,0,0,1997,1,1
1,2,0,1.8,1997,1,1
1,3,0,3.6,1997,0,1
1,4,0,5.4,1997,1,1
1,5,0,7.2,1997,1,1
1,6,0,9,1997,1,1
1,7,0,10.8,1997,1,1
1,8,0,12.6,1997,1,1
1,9,0,14.4,1997,1,1
1,10,0,16.2,1997,1,1
1,11,0,18,1997,1,1
1,12,0,19.8,1997,1,1
1,13,0,21.6,1997,1,1
1,14,0,23.4,1997,1,1
1,15,0,25.2,1997,1,1
1,16,0,27,1997,0,1
1,17,0,28.8,1997,1,1
1,18,0,30.6,1997,1,1
1,19,0,32.4,1997,1,1
1,20,0,34.2,1997,1,1
1,21,0,36,1997,0,1
1,22,0,37.8,1997,1,1
1,23,0,39.6,1997,1,1
1,24,0,41.4,1997,1,1
1,25,0,43.2,1997,1,1
1,26,0,45,1997,1,1
1,27,0,46.8,1997,0,1
1,28,0,48.6,1997,1,1
1,29,0,50.4,1997,1,1
1,30,0,52.2,1997,1,1
1,31,0,54,1997,1,1
1,32,0,55.8,1997,1,1
1,33,0,57.6,1997,1,1
1,34,0,59.4,1997,1,1
1,35,0,61.2,1997,1,1
1,36,0,63,1997,1,1
1,37,0,64.8,1997,1,1
1,38,0,66.6,1997,1,1
1,39,0,68.4,1997,1,1
1,40,0,70.2,1997,0,1
1,41,0,72,1997,1,1
1,42,0,73.8,1997,1,1
1,43,0,75.6,1997,1,1
1,44,0,77.4,1997,1,1
1,45,0,79.2,1997,1,1
1,46,0,81,1997,1,1
1,47,0,82.8,1997,1,1
1,48,0,84.6,1997,1,1
1,49,0,86.4,1997,1,1
1,50,0,88.2,1997,1,1
1,51,0,90,1997,1,1
2,1,2.1,0,1997,0,1
2,2,2.1,1.8,1997,1,1
2,3,2.1,3.6,1997,0,1
2,4,2.1,5.4,1997,1,1
2,5,2.1,7.2,1997,1,1
2,6,2.1,9,1997,1,1
2,7,2.1,10.8,1997,1,1
2,8,2.1,12.6,1997,1,1
2,9,2.1,14.4,1997,1,1
2,10,2.1,16.2,1997,1,1
2,11,2.1,18,1997,1,1
2,12,2.1,19.8,1997,1,1
2,13,2.1,21.6,1997,1,1
2,14,2.1,23.4,1997,1,1
2,15,2.1,25.2,1997,1,1
2,16,2.1,27,1997,1,1
2,17,2.1,28.8,1997,1,1
2,18,2.1,30.6,1997,1,1
2,19,2.1,32.4,1997,0,1
2,20,2.1,34.2,1997,1,1
2,21,2.1,36,1997,1,1
2,22,2.1,37.8,1997,1,1
2,23,2.1,39.6,1997,1,1
2,24,2.1,41.4,1997,1,1
2,25,2.1,43.2,1997,1,1
2,26,2.1,45,1997,1,1
2,27,2.1,46.8,1997,0,1
2,28,2.1,48.6,1997,0,1
2,29,2.1,50.4,1997,0,1
2,30,2.1,52.2,1997,1,1
2,31,2.1,54,1997,1,1
2,32,2.1,55.8,1997,1,1
2,33,2.1,57.6,1997,1,1
2,34,2.1,59.4,1997,1,1
2,35,2.1,61.2,1997,1,1
2,36,2.1,63,1997,1,1
2,37,2.1,64.8,1997,1,1
2,38,2.1,66.6,1997,1,1
2,39,2.1,68.4,1997,1,1
2,40,2.1,70.2,1997,1,1
2,41,2.1,72,1997,1,1
2,42,2.1,73.8,1997,1,1
2,43,2.1,75.6,1997,1,1
2,44,2.1,77.4,1997,1,1
2,45,2.1,79.2,1997,1,1
2,46,2.1,81,1997,1,1
2,47,2.1,82.8,1997,1,1
2,48,2.1,84.6,1997,1,1
2,49,2.1,86.4,1997,1,1
2,50,2.1,88.2,1997,1,1
2,51,2.1,90,1997,1,1
3,1,4.2,0,1997,1,1
3,2,4.2,1.8,1997,1,1
3,3,4.2,3.6,1997,1,1
3,4,4.2,5.4,1997,1,1
3,5,4.2,7.2,1997,1,1
3,6,4.2,9,1997,1,1
3,7,4.2,10.8,1997,1,1
3,8,4.2,12.6,1997,1,1
3,9,4.2,14.4,1997,1,1
3,10,4.2,16.2,1997,1,1
3,11,4.2,18,1997,1,1
3,12,4.2,19.8,1997,1,1
3,13,4.2,21.6,1997,1,1
3,14,4.2,23.4,1997,1,1
3,15,4.2,25.2,1997,1,1
3,16,4.2,27,1997,1,1
3,17,4.2,28.8,1997,1,1
3,18,4.2,30.6,1997,1,1
3,19,4.2,32.4,1997,1,1
3,20,4.2,34.2,1997,1,1
3,21,4.2,36,1997,1,1
3,22,4.2,37.8,1997,1,1
3,23,4.2,39.6,1997,1,1
3,24,4.2,41.4,1997,1,1
3,25,4.2,43.2,1997,1,1
3,26,4.2,45,1997,1,1
3,27,4.2,46.8,1997,1,1
3,28,4.2,48.6,1997,1,1
3,29,4.2,50.4,1997,1,1
3,30,4.2,52.2,1997,1,1
3,31,4.2,54,1997,1,1
3,32,4.2,55.8,1997,1,1
3,33,4.2,57.6,1997,1,1
3,34,4.2,59.4,1997,1,1
3,35,4.2,61.2,1997,1,1
3,36,4.2,63,1997,1,1
3,37,4.2,64.8,1997,1,1
3,38,4.2,66.6,1997,1,1
3,39,4.2,68.4,1997,1,1
3,40,4.2,70.2,1997,1,1
3,41,4.2,72,1997,1,1
3,42,4.2,73.8,1997,1,1
3,43,4.2,75.6,1997,1,1
3,44,4.2,77.4,1997,1,1
3,45,4.2,79.2,1997,1,1
3,46,4.2,81,1997,1,1
3,47,4.2,82.8,1997,1,1
3,48,4.2,84.6,1997,1,1
3,49,4.2,86.4,1997,1,1
3,50,4.2,88.2,1997,1,1
3,51,4.2,90,1997,1,1
4,1,6.3,0,1997,1,1
4,2,6.3,1.8,1997,1,1
4,3,6.3,3.6,1997,1,1
4,4,6.3,5.4,1997,1,1
4,5,6.3,7.2,1997,1,1
4,6,6.3,9,1997,1,1
4,7,6.3,10.8,1997,1,1
4,8,6.3,12.6,1997,1,1
4,9,6.3,14.4,1997,1,1
4,10,6.3,16.2,1997,1,1
4,11,6.3,18,1997,1,1
4,12,6.3,19.8,1997,1,1
4,13,6.3,21.6,1997,1,1
4,14,6.3,23.4,1997,1,1
4,15,6.3,25.2,1997,1,1
4,16,6.3,27,1997,1,1
4,17,6.3,28.8,1997,1,1
4,18,6.3,30.6,1997,1,1
4,19,6.3,32.4,1997,1,1
4,20,6.3,34.2,1997,1,1
4,21,6.3,36,1997,1,1
4,22,6.3,37.8,1997,1,1
4,23,6.3,39.6,1997,1,1
4,24,6.3,41.4,1997,1,1
4,25,6.3,43.2,1997,1,1
4,26,6.3,45,1997,1,1
4,27,6.3,46.8,1997,1,1
4,28,6.3,48.6,1997,0,1
4,29,6.3,50.4,1997,1,1
4,30,6.3,52.2,1997,1,1
4,31,6.3,54,1997,1,1
4,32,6.3,55.8,1997,1,1
4,33,6.3,57.6,1997,1,1
4,34,6.3,59.4,1997,1,1
4,35,6.3,61.2,1997,1,1
4,36,6.3,63,1997,1,1
4,37,6.3,64.8,1997,1,1
4,38,6.3,66.6,1997,1,1
4,39,6.3,68.4,1997,1,1
4,40,6.3,70.2,1997,1,1
4,41,6.3,72,1997,1,1
4,42,6.3,73.8,1997,1,1
4,43,6.3,75.6,1997,1,1
4,44,6.3,77.4,1997,1,1
4,45,6.3,79.2,1997,1,1
4,46,6.3,81,1997,1,1
4,47,6.3,82.8,1997,1,1
4,48,6.3,84.6,1997,1,1
4,49,6.3,86.4,1997,1,1
4,50,6.3,88.2,1997,1,1
4,51,6.3,90,1997,1,1
5,1,8.4,0,1997,1,1
5,2,8.4,1.8,1997,1,1
5,3,8.4,3.6,1997,1,1
5,4,8.4,5.4,1997,0,1
5,5,8.4,7.2,1997,1,1
5,6,8.4,9,1997,0,1
5,7,8.4,10.8,1997,1,1
5,8,8.4,12.6,1997,1,1
5,9,8.4,14.4,1997,1,1
5,10,8.4,16.2,1997,1,1
5,11,8.4,18,1997,1,1
5,12,8.4,19.8,1997,1,1
5,13,8.4,21.6,1997,1,1
5,14,8.4,23.4,1997,1,1
5,15,8.4,25.2,1997,1,1
5,16,8.4,27,1997,1,1
5,17,8.4,28.8,1997,1,1
5,18,8.4,30.6,1997,1,1
5,19,8.4,32.4,1997,1,1
5,20,8.4,34.2,1997,1,1
5,21,8.4,36,1997,1,1
5,22,8.4,37.8,1997,1,1
5,23,8.4,39.6,1997,1,1
5,24,8.4,41.4,1997,1,1
5,25,8.4,43.2,1997,0,1
5,26,8.4,45,1997,1,1
5,27,8.4,46.8,1997,1,1
5,28,8.4,48.6,1997,1,1
5,29,8.4,50.4,1997,0,1
5,30,8.4,52.2,1997,1,1
5,31,8.4,54,1997,1,1
5,32,8.4,55.8,1997,1,1
5,33,8.4,57.6,1997,1,1
5,34,8.4,59.4,1997,1,1
5,35,8.4,61.2,1997,0,1
5,36,8.4,63,1997,1,1
5,37,8.4,64.8,1997,0,1
5,38,8.4,66.6,1997,1,1
5,39,8.4,68.4,1997,1,1
5,40,8.4,70.2,1997,1,1
5,41,8.4,72,1997,0,1
5,42,8.4,73.8,1997,1,1
5,43,8.4,75.6,1997,1,1
5,44,8.4,77.4,1997,1,1
5,45,8.4,79.2,1997,0,1
5,46,8.4,81,1997,0,1
5,47,8.4,82.8,1997,0,1
5,48,8.4,84.6,1997,1,1
5,49,8.4,86.4,1997,1,1
5,50,8.4,88.2,1997,1,1
5,51,8.4,90,1997,0,1
6,1,10.5,0,1997,1,1
6,2,10.5,1.8,1997,1,1
6,3,10.5,3.6,1997,1,1
6,4,10.5,5.4,1997,1,1
6,5,10.5,7.2,1997,1,1
6,6,10.5,9,1997,1,1
6,7,10.5,10.8,1997,1,1
6,8,10.5,12.6,1997,1,1
6,9,10.5,14.4,1997,1,1
6,10,10.5,16.2,1997,1,1
6,11,10.5,18,1997,1,1
6,12,10.5,19.8,1997,1,1
6,13,10.5,21.6,1997,1,1
6,14,10.5,23.4,1997,1,1
6,15,10.5,25.2,1997,1,1
6,16,10.5,27,1997,1,1
6,17,10.5,28.8,1997,1,1
6,18,10.5,30.6,1997,1,1
6,19,10.5,32.4,1997,1,1
6,20,10.5,34.2,1997,1,1
6,21,10.5,36,1997,1,1
6,22,10.5,37.8,1997,1,1
6,23,10.5,39.6,1997,1,1
6,24,10.5,41.4,1997,1,1
6,25,10.5,43.2,1997,1,1
6,26,10.5,45,1997,1,1
6,27,10.5,46.8,1997,1,1
6,28,10.5,48.6,1997,1,1
6,29,10.5,50.4,1997,1,1
6,30,10.5,52.2,1997,1,1
6,31,10.5,54,1997,1,1
6,32,10.5,55.8,1997,1,1
6,33,10.5,57.6,1997,1,1
6,34,10.5,59.4,1997,1,1
6,35,10.5,61.2,1997,1,1
6,36,10.5,63,1997,1,1
6,37,10.5,64.8,1997,1,1
6,38,10.5,66.6,1997,1,1
6,39,10.5,68.4,1997,1,1
6,40,10.5,70.2,1997,1,1
6,41,10.5,72,1997,1,1
6,42,10.5,73.8,1997,1,1
6,43,10.5,75.6,1997,1,1
6,44,10.5,77.4,1997,1,1
6,45,10.5,79.2,1997,1,1
6,46,10.5,81,1997,1,1
6,47,10.5,82.8,1997,1,1
6,48,10.5,84.6,1997,1,1
6,49,10.5,86.4,1997,1,1
6,50,10.5,88.2,1997,1,1
6,51,10.5,90,1997,1,1
7,1,12.6,0,1997,0,1
7,2,12.6,1.8,1997,0,1
7,3,12.6,3.6,1997,1,1
7,4,12.6,5.4,1997,1,1
7,5,12.6,7.2,1997,1,1
7,6,12.6,9,1997,1,1
7,7,12.6,10.8,1997,1,1
7,8,12.6,12.6,1997,0,1
7,9,12.6,14.4,1997,1,1
7,10,12.6,16.2,1997,0,1
7,11,12.6,18,1997,1,1
7,12,12.6,19.8,1997,1,1
7,13,12.6,21.6,1997,1,1
7,14,12.6,23.4,1997,1,1
7,15,12.6,25.2,1997,1,1
7,16,12.6,27,1997,1,1
7,17,12.6,28.8,1997,1,1
7,18,12.6,30.6,1997,0,1
7,19,12.6,32.4,1997,1,1
7,20,12.6,34.2,1997,1,1
7,21,12.6,36,1997,1,1
7,22,12.6,37.8,1997,1,1
7,23,12.6,39.6,1997,1,1
7,24,12.6,41.4,1997,1,1
7,25,12.6,43.2,1997,0,1
7,26,12.6,45,1997,0,1
7,27,12.6,46.8,1997,1,1
7,28,12.6,48.6,1997,1,1
7,29,12.6,50.4,1997,1,1
7,30,12.6,52.2,1997,1,1
7,31,12.6,54,1997,1,1
7,32,12.6,55.8,1997,1,1
7,33,12.6,57.6,1997,1,1
7,34,12.6,59.4,1997,1,1
7,35,12.6,61.2,1997,1,1
7,36,12.6,63,1997,0,1
7,37,12.6,64.8,1997,1,1
7,38,12.6,66.6,1997,1,1
7,39,12.6,68.4,1997,1,1
7,40,12.6,70.2,1997,0,1
7,41,12.6,72,1997,0,1
7,42,12.6,73.8,1997,1,1
7,43,12.6,75.6,1997,1,1
7,44,12.6,77.4,1997,1,1
7,45,12.6,79.2,1997,0,1
7,46,12.6,81,1997,1,1
7,47,12.6,82.8,1997,1,1
7,48,12.6,84.6,1997,1,1
7,49,12.6,86.4,1997,1,1
7,50,12.6,88.2,1997,1,1
7,51,12.6,90,1997,1,1
8,1,14.7,0,1997,0,1
8,2,14.7,1.8,1997,0,1
8,3,14.7,3.6,1997,0,1
8,4,14.7,5.4,1997,1,1
8,5,14.7,7.2,1997,1,1
8,6,14.7,9,1997,1,1
8,7,14.7,10.8,1997,0,1
8,8,14.7,12.6,1997,0,1
8,9,14.7,14.4,1997,1,1
8,10,14.7,16.2,1997,1,1
8,11,14.7,18,1997,1,1
8,12,14.7,19.8,1997,1,1
8,13,14.7,21.6,1997,1,1
8,14,14.7,23.4,1997,1,1
8,15,14.7,25.2,1997,0,1
8,16,14.7,27,1997,0,1
8,17,14.7,28.8,1997,1,1
8,18,14.7,30.6,1997,1,1
8,19,14.7,32.4,1997,1,1
8,20,14.7,34.2,1997,1,1
8,21,14.7,36,1997,1,1
8,22,14.7,37.8,1997,1,1
8,23,14.7,39.6,1997,0,1
8,24,14.7,41.4,1997,1,1
8,25,14.7,43.2,1997,1,1
8,26,14.7,45,1997,1,1
8,27,14.7,46.8,1997,1,1
8,28,14.7,48.6,1997,1,1
8,29,14.7,50.4,1997,1,1
8,30,14.7,52.2,1997,1,1
8,31,14.7,54,1997,1,1
8,32,14.7,55.8,1997,1,1
8,33,14.7,57.6,1997,1,1
8,34,14.7,59.4,1997,1,1
8,35,14.7,61.2,1997,1,1
8,36,14.7,63,1997,1,1
8,37,14.7,64.8,1997,1,1
8,38,14.7,66.6,1997,1,1
8,39,14.7,68.4,1997,1,1
8,40,14.7,70.2,1997,1,1
8,41,14.7,72,1997,1,1
8,42,14.7,73.8,1997,1,1
8,43,14.7,75.6,1997,1,1
8,44,14.7,77.4,1997,1,1
8,45,14.7,79.2,1997,1,1
8,46,14.7,81,1997,1,1
8,47,14.7,82.8,1997,1,1
8,48,14.7,84.6,1997,0,1
8,49,14.7,86.4,1997,0,1
8,50,14.7,88.2,1997,0,1
8,51,14.7,90,1997,0,1
9,1,16.8,0,1997,0,1
9,2,16.8,1.8,1997,0,1
9,3,16.8,3.6,1997,1,1
9,4,16.8,5.4,1997,1,1
9,5,16.8,7.2,1997,1,1
9,6,16.8,9,1997,1,1
9,7,16.8,10.8,1997,1,1
9,8,16.8,12.6,1997,0,1
9,9,16.8,14.4,1997,0,1
9,10,16.8,16.2,1997,1,1
9,11,16.8,18,1997,0,1
9,12,16.8,19.8,1997,1,1
9,13,16.8,21.6,1997,1,1
9,14,16.8,23.4,1997,1,1
9,15,16.8,25.2,1997,1,1
9,16,16.8,27,1997,1,1
9,17,16.8,28.8,1997,0,1
9,18,16.8,30.6,1997,0,1
9,19,16.8,32.4,1997,1,1
9,20,16.8,34.2,1997,0,1
9,21,16.8,36,1997,1,1
9,22,16.8,37.8,1997,1,1
9,23,16.8,39.6,1997,1,1
9,24,16.8,41.4,1997,1,1
9,25,16.8,43.2,1997,1,1
9,26,16.8,45,1997,1,1
9,27,16.8,46.8,1997,1,1
9,28,16.8,48.6,1997,1,1
9,29,16.8,50.4,1997,1,1
9,30,16.8,52.2,1997,1,1
9,31,16.8,54,1997,1,1
9,32,16.8,55.8,1997,1,1
9,33,16.8,57.6,1997,1,1
9,34,16.8,59.4,1997,1,1
9,35,16.8,61.2,1997,1,1
9,36,16.8,63,1997,1,1
9,37,16.8,64.8,1997,1,1
9,38,16.8,66.6,1997,1,1
9,39,16.8,68.4,1997,1,1
9,40,16.8,70.2,1997,1,1
9,41,16.8,72,1997,1,1
9,42,16.8,73.8,1997,1,1
9,43,16.8,75.6,1997,1,1
9,44,16.8,77.4,1997,1,1
9,45,16.8,79.2,1997,1,1
9,46,16.8,81,1997,1,1
9,47,16.8,82.8,1997,1,1
9,48,16.8,84.6,1997,1,1
9,49,16.8,86.4,1997,1,1
9,50,16.8,88.2,1997,1,1
9,51,16.8,90,1997,1,1
10,1,18.9,0,1997,1,1
10,2,18.9,1.8,1997,1,1
10,3,18.9,3.6,1997,1,1
10,4,18.9,5.4,1997,0,1
10,5,18.9,7.2,1997,0,1
10,6,18.9,9,1997,1,1
10,7,18.9,10.8,1997,1,1
10,8,18.9,12.6,1997,1,1
10,9,18.9,14.4,1997,1,1
10,10,18.9,16.2,1997,1,1
10,11,18.9,18,1997,1,1
10,12,18.9,19.8,1997,1,1
10,13,18.9,21.6,1997,1,1
10,14,18.9,23.4,1997,1,1
10,15,18.9,25.2,1997,1,1
10,16,18.9,27,1997,1,1
10,17,18.9,28.8,1997,1,1
10,18,18.9,30.6,1997,1,1
10,19,18.9,32.4,1997,1,1
10,20,18.9,34.2,1997,1,1
10,21,18.9,36,1997,1,1
10,22,18.9,37.8,1997,1,1
10,23,18.9,39.6,1997,1,1
10,24,18.9,41.4,1997,1,1
10,25,18.9,43.2,1997,1,1
10,26,18.9,45,1997,1,1
10,27,18.9,46.8,1997,1,1
10,28,18.9,48.6,1997,1,1
10,29,18.9,50.4,1997,1,1
10,30,18.9,52.2,1997,1,1
10,31,18.9,54,1997,1,1
10,32,18.9,55.8,1997,1,1
10,33,18.9,57.6,1997,1,1
10,34,18.9,59.4,1997,1,1
10,35,18.9,61.2,1997,1,1
10,36,18.9,63,1997,1,1
10,37,18.9,64.8,1997,1,1
10,38,18.9,66.6,1997,1,1
10,39,18.9,68.4,1997,1,1
10,40,18.9,70.2,1997,1,1
10,41,18.9,72,1997,1,1
10,42,18.9,73.8,1997,1,1
10,43,18.9,75.6,1997,1,1
10,44,18.9,77.4,1997,1,1
10,45,18.9,79.2,1997,1,1
10,46,18.9,81,1997,1,1
10,47,18.9,82.8,1997,1,1
10,48,18.9,84.6,1997,1,1
10,49,18.9,86.4,1997,1,1
10,50,18.9,88.2,1997,1,1
10,51,18.9,90,1997,1,1
11,1,21,0,1997,0,1
11,2,21,1.8,1997,0,1
11,3,21,3.6,1997,1,1
11,4,21,5.4,1997,1,1
11,5,21,7.2,1997,1,1
11,6,21,9,1997,1,1
11,7,21,10.8,1997,1,1
11,8,21,12.6,1997,1,1
11,9,21,14.4,1997,1,1
11,10,21,16.2,1997,1,1
11,11,21,18,1997,0,1
11,12,21,19.8,1997,1,1
11,13,21,21.6,1997,1,1
11,14,21,23.4,1997,1,1
11,15,21,25.2,1997,1,1
11,16,21,27,1997,1,1
11,17,21,28.8,1997,1,1
11,18,21,30.6,1997,1,1
11,19,21,32.4,1997,1,1
11,20,21,34.2,1997,1,1
11,21,21,36,1997,1,1
11,22,21,37.8,1997,1,1
11,23,21,39.6,1997,1,1
11,24,21,41.4,1997,1,1
11,25,21,43.2,1997,1,1
11,26,21,45,1997,1,1
11,27,21,46.8,1997,1,1
11,28,21,48.6,1997,1,1
11,29,21,50.4,1997,1,1
11,30,21,52.2,1997,1,1
11,31,21,54,1997,1,1
11,32,21,55.8,1997,1,1
11,33,21,57.6,1997,1,1
11,34,21,59.4,1997,1,1
11,35,21,61.2,1997,1,1
11,36,21,63,1997,1,1
11,37,21,64.8,1997,1,1
11,38,21,66.6,1997,1,1
11,39,21,68.4,1997,1,1
11,40,21,70.2,1997,1,1
11,41,21,72,1997,1,1
11,42,21,73.8,1997,1,1
11,43,21,75.6,1997,1,1
11,44,21,77.4,1997,1,1
11,45,21,79.2,1997,1,1
11,46,21,81,1997,1,1
11,47,21,82.8,1997,1,1
11,48,21,84.6,1997,1,1
11,49,21,86.4,1997,1,1
11,50,21,88.2,1997,1,1
11,51,21,90,1997,1,1
12,1,23.1,0,1997,1,1
12,2,23.1,1.8,1997,1,1
12,3,23.1,3.6,1997,1,1
12,4,23.1,5.4,1997,1,1
12,5,23.1,7.2,1997,1,1
12,6,23.1,9,1997,1,1
12,7,23.1,10.8,1997,1,1
12,8,23.1,12.6,1997,1,1
12,9,23.1,14.4,1997,1,1
12,10,23.1,16.2,1997,1,1
12,11,23.1,18,1997,0,1
12,12,23.1,19.8,1997,1,1
12,13,23.1,21.6,1997,0,1
12,14,23.1,23.4,1997,1,1
12,15,23.1,25.2,1997,0,1
12,16,23.1,27,1997,0,1
12,17,23.1,28.8,1997,1,1
12,18,23.1,30.6,1997,1,1
12,19,23.1,32.4,1997,1,1
12,20,23.1,34.2,1997,1,1
12,21,23.1,36,1997,1,1
12,22,23.1,37.8,1997,1,1
12,23,23.1,39.6,1997,1,1
12,24,23.1,41.4,1997,1,1
12,25,23.1,43.2,1997,1,1
12,26,23.1,45,1997,1,1
12,27,23.1,46.8,1997,1,1
12,28,23.1,48.6,1997,1,1
12,29,23.1,50.4,1997,1,1
12,30,23.1,52.2,1997,1,1
12,31,23.1,54,1997,1,1
12,32,23.1,55.8,1997,1,1
12,33,23.1,57.6,1997,0,1
12,34,23.1,59.4,1997,1,1
12,35,23.1,61.2,1997,1,1
12,36,23.1,63,1997,1,1
12,37,23.1,64.8,1997,1,1
12,38,23.1,66.6,1997,1,1
12,39,23.1,68.4,1997,1,1
12,40,23.1,70.2,1997,1,1
12,41,23.1,72,1997,1,1
12,42,23.1,73.8,1997,1,1
12,43,23.1,75.6,1997,1,1
12,44,23.1,77.4,1997,1,1
12,45,23.1,79.2,1997,1,1
12,46,23.1,81,1997,1,1
12,47,23.1,82.8,1997,1,1
12,48,23.1,84.6,1997,1,1
12,49,23.1,86.4,1997,1,1
12,50,23.1,88.2,1997,1,1
12,51,23.1,90,1997,0,1
13,1,25.2,0,1997,1,1
13,2,25.2,1.8,1997,1,1
13,3,25.2,3.6,1997,1,1
13,4,25.2,5.4,1997,1,1
13,5,25.2,7.2,1997,0,1
13,6,25.2,9,1997,1,1
13,7,25.2,10.8,1997,1,1
13,8,25.2,12.6,1997,1,1
13,9,25.2,14.4,1997,1,1
13,10,25.2,16.2,1997,1,1
13,11,25.2,18,1997,1,1
13,12,25.2,19.8,1997,1,1
13,13,25.2,21.6,1997,1,1
13,14,25.2,23.4,1997,1,1
13,15,25.2,25.2,1997,1,1
13,16,25.2,27,1997,1,1
13,17,25.2,28.8,1997,1,1
13,18,25.2,30.6,1997,1,1
13,19,25.2,32.4,1997,1,1
13,20,25.2,34.2,1997,1,1
13,21,25.2,36,1997,1,1
13,22,25.2,37.8,1997,0,1
13,23,25.2,39.6,1997,1,1
13,24,25.2,41.4,1997,1,1
13,25,25.2,43.2,1997,1,1
13,26,25.2,45,1997,1,1
13,27,25.2,46.8,1997,1,1
13,28,25.2,48.6,1997,1,1
13,29,25.2,50.4,1997,0,1
13,30,25.2,52.2,1997,1,1
13,31,25.2,54,1997,1,1
13,32,25.2,55.8,1997,1,1
13,33,25.2,57.6,1997,1,1
13,34,25.2,59.4,1997,1,1
13,35,25.2,61.2,1997,1,1
13,36,25.2,63,1997,0,1
13,37,25.2,64.8,1997,1,1
13,38,25.2,66.6,1997,1,1
13,39,25.2,68.4,1997,1,1
13,40,25.2,70.2,1997,1,1
13,41,25.2,72,1997,1,1
13,42,25.2,73.8,1997,1,1
13,43,25.2,75.6,1997,1,1
13,44,25.2,77.4,1997,1,1
13,45,25.2,79.2,1997,1,1
13,46,25.2,81,1997,0,1
13,47,25.2,82.8,1997,1,1
13,48,25.2,84.6,1997,1,1
13,49,25.2,86.4,1997,1,1
13,50,25.2,88.2,1997,1,1
13,51,25.2,90,1997,1,1
14,1,27.3,0,1997,1,1
14,2,27.3,1.8,1997,1,1
14,3,27.3,3.6,1997,1,1
14,4,27.3,5.4,1997,1,1
14,5,27.3,7.2,1997,1,1
14,6,27.3,9,1997,1,1
14,7,27.3,10.8,1997,1,1
14,8,27.3,12.6,1997,1,1
14,9,27.3,14.4,1997,1,1
14,10,27.3,16.2,1997,1,1
14,11,27.3,18,1997,1,1
14,12,27.3,19.8,1997,1,1
14,13,27.3,21.6,1997,1,1
14,14,27.3,23.4,1997,1,1
14,15,27.3,25.2,1997,1,1
14,16,27.3,27,1997,1,1
14,17,27.3,28.8,1997,1,1
14,18,27.3,30.6,1997,1,1
14,19,27.3,32.4,1997,1,1
14,20,27.3,34.2,1997,1,1
14,21,27.3,36,1997,1,1
14,22,27.3,37.8,1997,1,1
14,23,27.3,39.6,1997,1,1
14,24,27.3,41.4,1997,0,1
14,25,27.3,43.2,1997,1,1
14,26,27.3,45,1997,1,1
14,27,27.3,46.8,1997,1,1
14,28,27.3,48.6,1997,1,1
14,29,27.3,50.4,1997,1,1
14,30,27.3,52.2,1997,1,1
14,31,27.3,54,1997,1,1
14,32,27.3,55.8,1997,1,1
14,33,27.3,57.6,1997,1,1
14,34,27.3,59.4,1997,1,1
14,35,27.3,61.2,1997,1,1
14,36,27.3,63,1997,1,1
14,37,27.3,64.8,1997,1,1
14,38,27.3,66.6,1997,1,1
14,39,27.3,68.4,1997,1,1
14,40,27.3,70.2,1997,1,1
14,41,27.3,72,1997,1,1
14,42,27.3,73.8,1997,1,1
14,43,27.3,75.6,1997,0,1
14,44,27.3,77.4,1997,1,1
14,45,27.3,79.2,1997,1,1
14,46,27.3,81,1997,1,1
14,47,27.3,82.8,1997,1,1
14,48,27.3,84.6,1997,1,1
14,49,27.3,86.4,1997,1,1
14,50,27.3,88.2,1997,1,1
14,51,27.3,90,1997,0,1
15,1,29.4,0,1997,1,1
15,2,29.4,1.8,1997,1,1
15,3,29.4,3.6,1997,1,1
15,4,29.4,5.4,1997,1,1
15,5,29.4,7.2,1997,1,1
15,6,29.4,9,1997,1,1
15,7,29.4,10.8,1997,1,1
15,8,29.4,12.6,1997,1,1
15,9,29.4,14.4,1997,1,1
15,10,29.4,16.2,1997,1,1
15,11,29.4,18,1997,1,1
15,12,29.4,19.8,1997,1,1
15,13,29.4,21.6,1997,1,1
15,14,29.4,23.4,1997,1,1
15,15,29.4,25.2,1997,1,1
15,16,29.4,27,1997,1,1
15,17,29.4,28.8,1997,1,1
15,18,29.4,30.6,1997,1,1
15,19,29.4,32.4,1997,1,1
15,20,29.4,34.2,1997,1,1
15,21,29.4,36,1997,0,1
15,22,29.4,37.8,1997,1,1
15,23,29.4,39.6,1997,1,1
15,24,29.4,41.4,1997,1,1
15,25,29.4,43.2,1997,1,1
15,26,29.4,45,1997,1,1
15,27,29.4,46.8,1997,1,1
15,28,29.4,48.6,1997,1,1
15,29,29.4,50.4,1997,1,1
15,30,29.4,52.2,1997,1,1
15,31,29.4,54,1997,1,1
15,32,29.4,55.8,1997,1,1
15,33,29.4,57.6,1997,1,1
15,34,29.4,59.4,1997,1,1
15,35,29.4,61.2,1997,1,1
15,36,29.4,63,1997,1,1
15,37,29.4,64.8,1997,1,1
15,38,29.4,66.6,1997,1,1
15,39,29.4,68.4,1997,1,1
