x,y,xm,ym,t,i,n
15,40,29.4,70.2,1997,1,1
15,41,29.4,72,1997,1,1
15,42,29.4,73.8,1997,1,1
15,43,29.4,75.6,1997,1,1
15,44,29.4,77.4,1997,1,1
15,45,29.4,79.2,1997,1,1
15,46,29.4,81,1997,1,1
15,47,29.4,82.8,1997,1,1
15,48,29.4,84.6,1997,1,1
15,49,29.4,86.4,1997,1,1
15,50,29.4,88.2,1997,1,1
15,51,29.4,90,1997,1,1
16,1,31.5,0,1997,1,1
16,2,31.5,1.8,1997,1,1
16,3,31.5,3.6,1997,1,1
16,4,31.5,5.4,1997,1,1
16,5,31.5,7.2,1997,1,1
16,6,31.5,9,1997,1,1
16,7,31.5,10.8,1997,1,1
16,8,31.5,12.6,1997,1,1
16,9,31.5,14.4,1997,1,1
16,10,31.5,16.2,1997,1,1
16,11,31.5,18,1997,1,1
16,12,31.5,19.8,1997,1,1
16,13,31.5,21.6,1997,1,1
16,14,31.5,23.4,1997,1,1
16,15,31.5,25.2,1997,1,1
16,16,31.5,27,1997,1,1
16,17,31.5,28.8,1997,1,1
16,18,31.5,30.6,1997,1,1
16,19,31.5,32.4,1997,0,1
16,20,31.5,34.2,1997,1,1
16,21,31.5,36,1997,1,1
16,22,31.5,37.8,1997,1,1
16,23,31.5,39.6,1997,1,1
16,24,31.5,41.4,1997,1,1
16,25,31.5,43.2,1997,1,1
16,26,31.5,45,1997,1,1
16,27,31.5,46.8,1997,1,1
16,28,31.5,48.6,1997,1,1
16,29,31.5,50.4,1997,1,1
16,30,31.5,52.2,1997,1,1
16,31,31.5,54,1997,1,1
16,32,31.5,55.8,1997,1,1
16,33,31.5,57.6,1997,1,1
16,34,31.5,59.4,1997,1,1
16,35,31.5,61.2,1997,1,1
16,36,31.5,63,1997,1,1
16,37,31.5,64.8,1997,1,1
16,38,31.5,66.6,1997,1,1
16,39,31.5,68.4,1997,1,1
16,40,31.5,70.2,1997,1,1
16,41,31.5,72,1997,1,1
16,42,31.5,73.8,1997,1,1
16,43,31.5,75.6,1997,1,1
16,44,31.5,77.4,1997,1,1
16,45,31.5,79.2,1997,1,1
16,46,31.5,81,1997,1,1
16,47,31.5,82.8,1997,1,1
16,48,31.5,84.6,1997,1,1
16,49,31.5,86.4,1997,1,1
16,50,31.5,88.2,1997,1,1
16,51,31.5,90,1997,1,1
17,1,33.6,0,1997,1,1
17,2,33.6,1.8,1997,1,1
17,3,33.6,3.6,1997,1,1
17,4,33.6,5.4,1997,1,1
17,5,33.6,7.2,1997,1,1
17,6,33.6,9,1997,1,1
17,7,33.6,10.8,1997,1,1
17,8,33.6,12.6,1997,1,1
17,9,33.6,14.4,1997,0,1
17,10,33.6,16.2,1997,1,1
17,11,33.6,18,1997,1,1
17,12,33.6,19.8,1997,1,1
17,13,33.6,21.6,1997,1,1
17,14,33.6,23.4,1997,1,1
17,15,33.6,25.2,1997,1,1
17,16,33.6,27,1997,1,1
17,17,33.6,28.8,1997,1,1
17,18,33.6,30.6,1997,1,1
17,19,33.6,32.4,1997,1,1
17,20,33.6,34.2,1997,1,1
17,21,33.6,36,1997,1,1
17,22,33.6,37.8,1997,1,1
17,23,33.6,39.6,1997,1,1
17,24,33.6,41.4,1997,1,1
17,25,33.6,43.2,1997,1,1
17,26,33.6,45,1997,1,1
17,27,33.6,46.8,1997,1,1
17,28,33.6,48.6,1997,1,1
17,29,33.6,50.4,1997,1,1
17,30,33.6,52.2,1997,1,1
17,31,33.6,54,1997,1,1
17,32,33.6,55.8,1997,1,1
17,33,33.6,57.6,1997,1,1
17,34,33.6,59.4,1997,1,1
17,35,33.6,61.2,1997,1,1
17,36,33.6,63,1997,1,1
17,37,33.6,64.8,1997,1,1
17,38,33.6,66.6,1997,1,1
17,39,33.6,68.4,1997,1,1
17,40,33.6,70.2,1997,1,1
17,41,33.6,72,1997,1,1
17,42,33.6,73.8,1997,1,1
17,43,33.6,75.6,1997,1,1
17,44,33.6,77.4,1997,1,1
17,45,33.6,79.2,1997,0,1
17,46,33.6,81,1997,0,1
17,47,33.6,82.8,1997,1,1
17,48,33.6,84.6,1997,1,1
17,49,33.6,86.4,1997,1,1
17,50,33.6,88.2,1997,1,1
17,51,33.6,90,1997,1,1
18,1,35.7,0,1997,1,1
18,2,35.7,1.8,1997,1,1
18,3,35.7,3.6,1997,1,1
18,4,35.7,5.4,1997,1,1
18,5,35.7,7.2,1997,1,1
18,6,35.7,9,1997,1,1
18,7,35.7,10.8,1997,1,1
18,8,35.7,12.6,1997,1,1
18,9,35.7,14.4,1997,1,1
18,10,35.7,16.2,1997,1,1
18,11,35.7,18,1997,1,1
18,12,35.7,19.8,1997,1,1
18,13,35.7,21.6,1997,1,1
18,14,35.7,23.4,1997,1,1
18,15,35.7,25.2,1997,1,1
18,16,35.7,27,1997,1,1
18,17,35.7,28.8,1997,1,1
18,18,35.7,30.6,1997,1,1
18,19,35.7,32.4,1997,1,1
18,20,35.7,34.2,1997,1,1
18,21,35.7,36,1997,1,1
18,22,35.7,37.8,1997,1,1
18,23,35.7,39.6,1997,1,1
18,24,35.7,41.4,1997,1,1
18,25,35.7,43.2,1997,1,1
18,26,35.7,45,1997,1,1
18,27,35.7,46.8,1997,1,1
18,28,35.7,48.6,1997,1,1
18,29,35.7,50.4,1997,1,1
18,30,35.7,52.2,1997,1,1
18,31,35.7,54,1997,1,1
18,32,35.7,55.8,1997,1,1
18,33,35.7,57.6,1997,1,1
18,34,35.7,59.4,1997,1,1
18,35,35.7,61.2,1997,1,1
18,36,35.7,63,1997,1,1
18,37,35.7,64.8,1997,1,1
18,38,35.7,66.6,1997,1,1
18,39,35.7,68.4,1997,1,1
18,40,35.7,70.2,1997,1,1
18,41,35.7,72,1997,1,1
18,42,35.7,73.8,1997,1,1
18,43,35.7,75.6,1997,1,1
18,44,35.7,77.4,1997,1,1
18,45,35.7,79.2,1997,1,1
18,46,35.7,81,1997,1,1
18,47,35.7,82.8,1997,1,1
18,48,35.7,84.6,1997,1,1
18,49,35.7,86.4,1997,1,1
18,50,35.7,88.2,1997,1,1
18,51,35.7,90,1997,1,1
19,1,37.8,0,1997,1,1
19,2,37.8,1.8,1997,1,1
19,3,37.8,3.6,1997,1,1
19,4,37.8,5.4,1997,1,1
19,5,37.8,7.2,1997,1,1
19,6,37.8,9,1997,1,1
19,7,37.8,10.8,1997,1,1
19,8,37.8,12.6,1997,1,1
19,9,37.8,14.4,1997,1,1
19,10,37.8,16.2,1997,0,1
19,11,37.8,18,1997,0,1
19,12,37.8,19.8,1997,0,1
19,13,37.8,21.6,1997,1,1
19,14,37.8,23.4,1997,1,1
19,15,37.8,25.2,1997,1,1
19,16,37.8,27,1997,1,1
19,17,37.8,28.8,1997,1,1
19,18,37.8,30.6,1997,1,1
19,19,37.8,32.4,1997,1,1
19,20,37.8,34.2,1997,1,1
19,21,37.8,36,1997,1,1
19,22,37.8,37.8,1997,1,1
19,23,37.8,39.6,1997,1,1
19,24,37.8,41.4,1997,1,1
19,25,37.8,43.2,1997,1,1
19,26,37.8,45,1997,1,1
19,27,37.8,46.8,1997,1,1
19,28,37.8,48.6,1997,1,1
19,29,37.8,50.4,1997,1,1
19,30,37.8,52.2,1997,1,1
19,31,37.8,54,1997,1,1
19,32,37.8,55.8,1997,1,1
19,33,37.8,57.6,1997,1,1
19,34,37.8,59.4,1997,1,1
19,35,37.8,61.2,1997,1,1
19,36,37.8,63,1997,1,1
19,37,37.8,64.8,1997,1,1
19,38,37.8,66.6,1997,1,1
19,39,37.8,68.4,1997,1,1
19,40,37.8,70.2,1997,1,1
19,41,37.8,72,1997,1,1
19,42,37.8,73.8,1997,1,1
19,43,37.8,75.6,1997,1,1
19,44,37.8,77.4,1997,1,1
19,45,37.8,79.2,1997,1,1
19,46,37.8,81,1997,0,1
19,47,37.8,82.8,1997,1,1
19,48,37.8,84.6,1997,1,1
19,49,37.8,86.4,1997,1,1
19,50,37.8,88.2,1997,1,1
19,51,37.8,90,1997,1,1
20,1,39.9,0,1997,1,1
20,2,39.9,1.8,1997,1,1
20,3,39.9,3.6,1997,1,1
20,4,39.9,5.4,1997,1,1
20,5,39.9,7.2,1997,1,1
20,6,39.9,9,1997,1,1
20,7,39.9,10.8,1997,1,1
20,8,39.9,12.6,1997,1,1
20,9,39.9,14.4,1997,1,1
20,10,39.9,16.2,1997,1,1
20,11,39.9,18,1997,1,1
20,12,39.9,19.8,1997,1,1
20,13,39.9,21.6,1997,1,1
20,14,39.9,23.4,1997,1,1
20,15,39.9,25.2,1997,1,1
20,16,39.9,27,1997,1,1
20,17,39.9,28.8,1997,1,1
20,18,39.9,30.6,1997,1,1
20,19,39.9,32.4,1997,1,1
20,20,39.9,34.2,1997,1,1
20,21,39.9,36,1997,1,1
20,22,39.9,37.8,1997,1,1
20,23,39.9,39.6,1997,1,1
20,24,39.9,41.4,1997,1,1
20,25,39.9,43.2,1997,1,1
20,26,39.9,45,1997,1,1
20,27,39.9,46.8,1997,1,1
20,28,39.9,48.6,1997,1,1
20,29,39.9,50.4,1997,1,1
20,30,39.9,52.2,1997,1,1
20,31,39.9,54,1997,1,1
20,32,39.9,55.8,1997,1,1
20,33,39.9,57.6,1997,1,1
20,34,39.9,59.4,1997,1,1
20,35,39.9,61.2,1997,1,1
20,36,39.9,63,1997,1,1
20,37,39.9,64.8,1997,1,1
20,38,39.9,66.6,1997,1,1
20,39,39.9,68.4,1997,1,1
20,40,39.9,70.2,1997,1,1
20,41,39.9,72,1997,1,1
20,42,39.9,73.8,1997,1,1
20,43,39.9,75.6,1997,1,1
20,44,39.9,77.4,1997,1,1
20,45,39.9,79.2,1997,1,1
20,46,39.9,81,1997,1,1
20,47,39.9,82.8,1997,1,1
20,48,39.9,84.6,1997,1,1
20,49,39.9,86.4,1997,1,1
20,50,39.9,88.2,1997,1,1
20,51,39.9,90,1997,1,1
21,1,42,0,1997,1,1
21,2,42,1.8,1997,1,1
21,3,42,3.6,1997,1,1
21,4,42,5.4,1997,1,1
21,5,42,7.2,1997,1,1
21,6,42,9,1997,1,1
21,7,42,10.8,1997,1,1
21,8,42,12.6,1997,1,1
21,9,42,14.4,1997,1,1
21,10,42,16.2,1997,1,1
21,11,42,18,1997,1,1
21,12,42,19.8,1997,1,1
21,13,42,21.6,1997,1,1
21,14,42,23.4,1997,1,1
21,15,42,25.2,1997,1,1
21,16,42,27,1997,1,1
21,17,42,28.8,1997,1,1
21,18,42,30.6,1997,1,1
21,19,42,32.4,1997,1,1
21,20,42,34.2,1997,1,1
21,21,42,36,1997,1,1
21,22,42,37.8,1997,1,1
21,23,42,39.6,1997,1,1
21,24,42,41.4,1997,1,1
21,25,42,43.2,1997,1,1
21,26,42,45,1997,1,1
21,27,42,46.8,1997,1,1
21,28,42,48.6,1997,1,1
21,29,42,50.4,1997,1,1
21,30,42,52.2,1997,1,1
21,31,42,54,1997,1,1
21,32,42,55.8,1997,1,1
21,33,42,57.6,1997,1,1
21,34,42,59.4,1997,1,1
21,35,42,61.2,1997,1,1
21,36,42,63,1997,1,1
21,37,42,64.8,1997,1,1
21,38,42,66.6,1997,1,1
21,39,42,68.4,1997,1,1
21,40,42,70.2,1997,1,1
21,41,42,72,1997,1,1
21,42,42,73.8,1997,1,1
21,43,42,75.6,1997,1,1
21,44,42,77.4,1997,1,1
21,45,42,79.2,1997,1,1
21,46,42,81,1997,0,1
21,47,42,82.8,1997,1,1
21,48,42,84.6,1997,1,1
21,49,42,86.4,1997,1,1
21,50,42,88.2,1997,1,1
21,51,42,90,1997,1,1
22,1,44.1,0,1997,1,1
22,2,44.1,1.8,1997,1,1
22,3,44.1,3.6,1997,1,1
22,4,44.1,5.4,1997,1,1
22,5,44.1,7.2,1997,1,1
22,6,44.1,9,1997,1,1
22,7,44.1,10.8,1997,1,1
22,8,44.1,12.6,1997,1,1
22,9,44.1,14.4,1997,1,1
22,10,44.1,16.2,1997,1,1
22,11,44.1,18,1997,1,1
22,12,44.1,19.8,1997,1,1
22,13,44.1,21.6,1997,1,1
22,14,44.1,23.4,1997,1,1
22,15,44.1,25.2,1997,1,1
22,16,44.1,27,1997,1,1
22,17,44.1,28.8,1997,1,1
22,18,44.1,30.6,1997,1,1
22,19,44.1,32.4,1997,1,1
22,20,44.1,34.2,1997,1,1
22,21,44.1,36,1997,1,1
22,22,44.1,37.8,1997,1,1
22,23,44.1,39.6,1997,1,1
22,24,44.1,41.4,1997,1,1
22,25,44.1,43.2,1997,1,1
22,26,44.1,45,1997,1,1
22,27,44.1,46.8,1997,1,1
22,28,44.1,48.6,1997,1,1
22,29,44.1,50.4,1997,0,1
22,30,44.1,52.2,1997,0,1
22,31,44.1,54,1997,0,1
22,32,44.1,55.8,1997,1,1
22,33,44.1,57.6,1997,1,1
22,34,44.1,59.4,1997,1,1
22,35,44.1,61.2,1997,1,1
22,36,44.1,63,1997,1,1
22,37,44.1,64.8,1997,1,1
22,38,44.1,66.6,1997,1,1
22,39,44.1,68.4,1997,1,1
22,40,44.1,70.2,1997,1,1
22,41,44.1,72,1997,1,1
22,42,44.1,73.8,1997,1,1
22,43,44.1,75.6,1997,1,1
22,44,44.1,77.4,1997,1,1
22,45,44.1,79.2,1997,1,1
22,46,44.1,81,1997,1,1
22,47,44.1,82.8,1997,1,1
22,48,44.1,84.6,1997,1,1
22,49,44.1,86.4,1997,1,1
22,50,44.1,88.2,1997,1,1
22,51,44.1,90,1997,1,1
23,1,46.2,0,1997,1,1
23,2,46.2,1.8,1997,1,1
23,3,46.2,3.6,1997,0,1
23,4,46.2,5.4,1997,1,1
23,5,46.2,7.2,1997,1,1
23,6,46.2,9,1997,0,1
23,7,46.2,10.8,1997,0,1
23,8,46.2,12.6,1997,1,1
23,9,46.2,14.4,1997,1,1
23,10,46.2,16.2,1997,0,1
23,11,46.2,18,1997,1,1
23,12,46.2,19.8,1997,0,1
23,13,46.2,21.6,1997,1,1
23,14,46.2,23.4,1997,1,1
23,15,46.2,25.2,1997,1,1
23,16,46.2,27,1997,1,1
23,17,46.2,28.8,1997,1,1
23,18,46.2,30.6,1997,1,1
23,19,46.2,32.4,1997,1,1
23,20,46.2,34.2,1997,1,1
23,21,46.2,36,1997,1,1
23,22,46.2,37.8,1997,1,1
23,23,46.2,39.6,1997,1,1
23,24,46.2,41.4,1997,0,1
23,25,46.2,43.2,1997,1,1
23,26,46.2,45,1997,1,1
23,27,46.2,46.8,1997,1,1
23,28,46.2,48.6,1997,1,1
23,29,46.2,50.4,1997,1,1
23,30,46.2,52.2,1997,1,1
23,31,46.2,54,1997,1,1
23,32,46.2,55.8,1997,1,1
23,33,46.2,57.6,1997,1,1
23,34,46.2,59.4,1997,1,1
23,35,46.2,61.2,1997,1,1
23,36,46.2,63,1997,1,1
23,37,46.2,64.8,1997,1,1
23,38,46.2,66.6,1997,1,1
23,39,46.2,68.4,1997,1,1
23,40,46.2,70.2,1997,1,1
23,41,46.2,72,1997,1,1
23,42,46.2,73.8,1997,1,1
23,43,46.2,75.6,1997,1,1
23,44,46.2,77.4,1997,1,1
23,45,46.2,79.2,1997,1,1
23,46,46.2,81,1997,1,1
23,47,46.2,82.8,1997,1,1
23,48,46.2,84.6,1997,1,1
23,49,46.2,86.4,1997,1,1
23,50,46.2,88.2,1997,1,1
23,51,46.2,90,1997,1,1
24,1,48.3,0,1997,1,1
24,2,48.3,1.8,1997,1,1
24,3,48.3,3.6,1997,1,1
24,4,48.3,5.4,1997,1,1
24,5,48.3,7.2,1997,1,1
24,6,48.3,9,1997,1,1
24,7,48.3,10.8,1997,1,1
24,8,48.3,12.6,1997,1,1
24,9,48.3,14.4,1997,1,1
24,10,48.3,16.2,1997,1,1
24,11,48.3,18,1997,1,1
24,12,48.3,19.8,1997,1,1
24,13,48.3,21.6,1997,1,1
24,14,48.3,23.4,1997,1,1
24,15,48.3,25.2,1997,1,1
24,16,48.3,27,1997,1,1
24,17,48.3,28.8,1997,1,1
24,18,48.3,30.6,1997,1,1
24,19,48.3,32.4,1997,0,1
24,20,48.3,34.2,1997,1,1
24,21,48.3,36,1997,0,1
24,22,48.3,37.8,1997,1,1
24,23,48.3,39.6,1997,1,1
24,24,48.3,41.4,1997,1,1
24,25,48.3,43.2,1997,1,1
24,26,48.3,45,1997,1,1
24,27,48.3,46.8,1997,1,1
24,28,48.3,48.6,1997,1,1
24,29,48.3,50.4,1997,1,1
24,30,48.3,52.2,1997,1,1
24,31,48.3,54,1997,1,1
24,32,48.3,55.8,1997,1,1
24,33,48.3,57.6,1997,1,1
24,34,48.3,59.4,1997,1,1
24,35,48.3,61.2,1997,1,1
24,36,48.3,63,1997,1,1
24,37,48.3,64.8,1997,1,1
24,38,48.3,66.6,1997,1,1
24,39,48.3,68.4,1997,1,1
24,40,48.3,70.2,1997,1,1
24,41,48.3,72,1997,0,1
24,42,48.3,73.8,1997,1,1
24,43,48.3,75.6,1997,1,1
24,44,48.3,77.4,1997,1,1
24,45,48.3,79.2,1997,1,1
24,46,48.3,81,1997,1,1
24,47,48.3,82.8,1997,1,1
24,48,48.3,84.6,1997,1,1
24,49,48.3,86.4,1997,1,1
24,50,48.3,88.2,1997,1,1
24,51,48.3,90,1997,1,1
25,1,50.4,0,1997,1,1
25,2,50.4,1.8,1997,1,1
25,3,50.4,3.6,1997,1,1
25,4,50.4,5.4,1997,1,1
25,5,50.4,7.2,1997,1,1
25,6,50.4,9,1997,1,1
25,7,50.4,10.8,1997,1,1
25,8,50.4,12.6,1997,1,1
25,9,50.4,14.4,1997,1,1
25,10,50.4,16.2,1997,1,1
25,11,50.4,18,1997,1,1
25,12,50.4,19.8,1997,1,1
25,13,50.4,21.6,1997,1,1
25,14,50.4,23.4,1997,1,1
25,15,50.4,25.2,1997,1,1
25,16,50.4,27,1997,1,1
25,17,50.4,28.8,1997,1,1
25,18,50.4,30.6,1997,1,1
25,19,50.4,32.4,1997,1,1
25,20,50.4,34.2,1997,1,1
25,21,50.4,36,1997,1,1
25,22,50.4,37.8,1997,1,1
25,23,50.4,39.6,1997,1,1
25,24,50.4,41.4,1997,1,1
25,25,50.4,43.2,1997,1,1
25,26,50.4,45,1997,1,1
25,27,50.4,46.8,1997,0,1
25,28,50.4,48.6,1997,1,1
25,29,50.4,50.4,1997,1,1
25,30,50.4,52.2,1997,1,1
25,31,50.4,54,1997,1,1
25,32,50.4,55.8,1997,1,1
25,33,50.4,57.6,1997,1,1
25,34,50.4,59.4,1997,1,1
25,35,50.4,61.2,1997,1,1
25,36,50.4,63,1997,1,1
25,37,50.4,64.8,1997,1,1
25,38,50.4,66.6,1997,1,1
25,39,50.4,68.4,1997,1,1
25,40,50.4,70.2,1997,1,1
25,41,50.4,72,1997,1,1
25,42,50.4,73.8,1997,1,1
25,43,50.4,75.6,1997,1,1
25,44,50.4,77.4,1997,1,1
25,45,50.4,79.2,1997,1,1
25,46,50.4,81,1997,1,1
25,47,50.4,82.8,1997,1,1
25,48,50.4,84.6,1997,1,1
25,49,50.4,86.4,1997,1,1
25,50,50.4,88.2,1997,1,1
25,51,50.4,90,1997,1,1
